N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_FacilitiesInApt,Size(sqf),SalePrice,HallwayType_mixed,HallwayType_terraced,TimeToSubway_10min~15min,TimeToSubway_15min~20min,TimeToSubway_5min~10min,TimeToSubway_no_bus_stop_nearby,SubwayStation_Banwoldang,SubwayStation_Chil-sung-market,SubwayStation_Daegu,SubwayStation_Kyungbuk_uni_hospital,SubwayStation_Myung-duk,SubwayStation_Sin-nam,SubwayStation_no_subway_nearby,Age
0.0,3.0,2.0,1270.0,10,868,237168,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,1.0,2.0,536.0,5,1743,314159,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,1.0,2.0,536.0,5,1743,453982,False,True,False,False,False,False,False,False,False,False,False,True,False,18
2.0,2.0,1.0,203.0,5,914,198451,False,True,False,False,False,True,False,False,False,False,False,False,True,15
1.0,2.0,2.0,184.0,5,814,141592,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,4.0,1.0,605.0,5,1690,422123,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,5.0,2.0,18.0,3,508,59911,False,False,False,False,True,False,False,False,False,False,False,True,False,38
0.0,4.0,1.0,605.0,5,1629,432743,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,4.0,1.0,605.0,5,1444,283185,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,274336,False,True,False,False,False,False,False,False,False,True,False,False,False,17
2.0,3.0,1.0,181.0,4,903,184070,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,6.0,5.0,536.0,4,914,131858,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,0.0,3,640,123893,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,1270.0,10,1643,433628,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,215929,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,5.0,4.0,798.0,7,914,269911,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,5.0,3.0,930.0,7,910,388495,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,6.0,5.0,536.0,4,644,115044,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,2.0,2.0,184.0,5,811,219911,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,6.0,5.0,536.0,4,644,113274,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,914,169026,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,868,180973,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,5.0,3.0,930.0,7,910,353982,False,True,False,False,False,False,False,False,False,True,False,False,False,11
1.0,5.0,1.0,0.0,4,1377,207964,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,5.0,4.0,798.0,7,914,267699,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1387,320353,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,218584,False,True,False,False,False,False,False,False,False,True,False,False,False,17
2.0,2.0,1.0,203.0,5,910,273893,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,3.0,2.0,1270.0,10,1387,495575,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,5.0,4.0,798.0,7,572,169469,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,2.0,536.0,5,2056,307079,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,4.0,1.0,605.0,5,1483,429203,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,572,130973,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1387,348672,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,7.0,5.0,1174.0,9,910,288495,False,True,False,False,False,False,False,False,False,False,True,False,False,10
1.0,2.0,2.0,184.0,5,636,247787,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,7.0,5.0,1174.0,9,644,272566,False,True,False,False,False,False,False,False,False,False,True,False,False,10
1.0,2.0,2.0,184.0,5,811,253097,False,True,True,False,False,False,False,False,False,True,False,False,False,18
2.0,2.0,1.0,203.0,5,1160,207964,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,4.0,1.0,605.0,5,1273,289380,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,2.0,1.0,203.0,5,910,200318,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,7.0,5.0,1174.0,9,914,344247,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,6.0,5.0,536.0,4,1451,314159,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,868,290265,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,7.0,5.0,1174.0,9,914,327433,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,4.0,1.0,605.0,5,1444,405309,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,5.0,1.0,0.0,4,1131,154867,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,7.0,5.0,1174.0,9,640,261061,False,True,False,False,False,False,False,False,False,False,True,False,False,10
1.0,7.0,3.0,56.0,5,644,87610,True,False,False,True,False,False,False,True,False,False,False,False,False,27
1.0,5.0,1.0,0.0,4,1131,223008,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,7.0,5.0,0.0,3,576,101769,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,5.0,4.0,798.0,7,572,115044,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,2.0,2.0,524.0,4,1394,247787,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,572,147787,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,5.0,3.0,930.0,7,426,102601,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,2.0,2.0,524.0,4,1448,344247,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,1.0,1.0,1321.0,10,910,353982,False,True,False,False,True,False,False,False,False,False,False,False,True,9
1.0,5.0,1.0,0.0,4,1131,181415,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,1.0,2.0,536.0,5,914,290707,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,7.0,5.0,0.0,3,355,73008,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,4.0,1.0,605.0,5,1273,289380,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,1.0,1.0,1321.0,10,644,292035,False,True,False,False,True,False,False,False,False,False,False,False,True,9
5.0,5.0,4.0,798.0,7,572,74256,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1387,438053,False,True,False,False,False,False,False,False,False,True,False,False,False,17
2.0,2.0,1.0,203.0,5,910,207044,False,True,False,False,False,True,False,False,False,False,False,False,True,15
1.0,5.0,1.0,0.0,4,1131,166371,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,1270.0,10,868,201769,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,5.0,3.0,930.0,7,907,255442,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,400.0,7,914,345132,False,True,False,False,True,False,False,False,True,False,False,False,False,9
0.0,3.0,2.0,475.0,8,914,166371,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,6.0,5.0,536.0,4,914,115044,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,2.0,536.0,5,1437,265486,False,True,False,False,False,False,False,False,False,False,False,True,False,18
1.0,5.0,1.0,0.0,4,1796,238938,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,1270.0,10,1928,423619,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,4.0,1.0,218.0,1,135,53982,False,False,False,False,True,False,False,False,False,False,False,False,True,10
5.0,6.0,5.0,536.0,4,1288,176991,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,644,75221,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,1174.0,9,1088,442477,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,5.0,4.0,798.0,7,572,157079,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,914,166371,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,2.0,2.0,184.0,5,814,269911,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,4.0,1.0,605.0,5,1273,362831,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,5.0,4.0,79.0,3,644,122123,True,False,False,True,False,False,False,False,False,False,True,False,False,32
1.0,5.0,4.0,79.0,3,914,131858,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,475.0,8,914,240707,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,7.0,5.0,1174.0,9,914,365486,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,1.0,2.0,536.0,5,914,241592,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,7.0,5.0,0.0,3,576,55752,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,4.0,1.0,605.0,5,1629,442477,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,475.0,8,829,292035,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,6.0,5.0,536.0,4,644,118584,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,868,300000,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,4.0,1.0,605.0,5,1483,283185,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,238053,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,5.0,4.0,79.0,3,644,104424,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,0.0,0.0,203.0,10,914,361061,False,True,False,False,False,False,True,False,False,False,False,False,False,10
0.0,1.0,2.0,536.0,5,1437,283185,False,True,False,False,False,False,False,False,False,False,False,True,False,18
1.0,5.0,1.0,0.0,4,1313,291247,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,2.0,2.0,524.0,4,1394,291238,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,1.0,1.0,1321.0,10,910,390707,False,True,False,False,True,False,False,False,False,False,False,False,True,9
0.0,1.0,2.0,536.0,5,1743,345132,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,3.0,2.0,1270.0,10,1643,310079,False,True,False,False,False,False,False,False,False,True,False,False,False,17
2.0,3.0,1.0,181.0,4,903,283185,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,5.0,4.0,798.0,7,743,143805,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,4.0,1.0,218.0,1,135,53982,False,False,False,False,True,False,False,False,False,False,False,False,True,10
0.0,3.0,2.0,1270.0,10,1643,408849,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,5.0,4.0,798.0,7,914,155752,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,5.0,4.0,79.0,3,644,84955,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,1270.0,10,868,206194,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,644,159734,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,7.0,3.0,56.0,5,914,101769,True,False,False,True,False,False,False,True,False,False,False,False,False,27
5.0,5.0,4.0,798.0,7,1184,194690,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1387,353982,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,5.0,4.0,798.0,7,914,281415,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,2.0,2.0,524.0,4,1103,314159,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,7.0,5.0,0.0,3,640,61946,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,1270.0,10,1928,471238,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,7.0,5.0,1174.0,9,640,253982,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,4.0,1.0,605.0,5,1483,393805,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,572,126991,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,0.0,3,903,230088,False,False,False,False,False,False,False,False,False,True,False,False,False,46
5.0,6.0,5.0,536.0,4,644,143362,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,2.0,2.0,184.0,5,814,223008,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,2.0,2.0,524.0,4,1394,291238,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,1270.0,10,1643,378053,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,1288,181415,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,475.0,8,914,170796,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,6.0,5.0,536.0,4,644,85840,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,644,96460,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,108.0,2,288,101769,False,False,False,False,True,False,True,False,False,False,False,False,False,10
5.0,5.0,4.0,798.0,7,743,210619,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,2.0,2.0,524.0,4,1394,286902,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,914,243362,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,1519,380530,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,4.0,1.0,605.0,5,1629,422123,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,1451,336283,True,False,False,True,False,False,False,False,False,False,True,False,False,31
2.0,2.0,1.0,203.0,5,914,200522,False,True,False,False,False,True,False,False,False,False,False,False,True,15
1.0,7.0,3.0,56.0,5,907,128318,True,False,False,True,False,False,False,True,False,False,False,False,False,21
1.0,5.0,1.0,0.0,4,1377,234513,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,7.0,5.0,0.0,3,576,119469,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,6.0,5.0,536.0,4,914,123893,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,4.0,79.0,3,914,141592,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,2.0,2.0,524.0,4,1366,251327,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,0.0,3,903,221238,False,False,False,False,False,False,False,False,False,True,False,False,False,46
5.0,6.0,5.0,536.0,4,644,97345,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,1.0,1321.0,10,910,371681,False,True,False,False,True,False,False,False,False,False,False,False,True,9
0.0,2.0,2.0,524.0,4,1394,278761,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,5.0,1.0,0.0,4,914,168141,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,400.0,7,644,287610,False,True,False,False,True,False,False,False,True,False,False,False,False,9
0.0,2.0,2.0,524.0,4,1366,238938,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,307522,False,True,False,False,False,False,False,False,False,True,False,False,False,17
2.0,2.0,1.0,203.0,5,914,196389,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,3.0,2.0,1270.0,10,868,191150,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,644,180530,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,2.0,2.0,184.0,5,910,226991,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,5.0,4.0,798.0,7,572,73840,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,5.0,3.0,930.0,7,644,144752,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,0.0,0.0,203.0,10,914,360176,False,True,False,False,False,False,True,False,False,False,False,False,False,10
5.0,7.0,5.0,1174.0,9,910,334513,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,2.0,2.0,524.0,4,1419,277876,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,5.0,0.0,76.0,3,587,123008,False,False,False,False,True,False,False,False,True,False,False,False,False,39
0.0,3.0,2.0,1270.0,10,868,223008,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,475.0,8,914,234513,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,3.0,2.0,0.0,3,903,128318,False,False,False,False,False,False,False,False,False,True,False,False,False,46
5.0,7.0,5.0,0.0,3,576,69469,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,5.0,4.0,798.0,7,914,272566,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,2.0,2.0,524.0,4,1103,252212,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,5.0,1.0,0.0,4,1313,132743,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,5.0,3.0,930.0,7,644,147761,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,1270.0,10,868,253097,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,914,146017,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,1.0,1321.0,10,644,256637,False,True,False,False,True,False,False,False,False,False,False,False,True,9
5.0,5.0,4.0,798.0,7,743,190265,True,False,False,False,True,False,False,False,False,False,False,False,False,19
2.0,3.0,1.0,181.0,4,903,225663,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,5.0,4.0,798.0,7,914,269911,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,914,123893,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,2.0,536.0,5,2056,424778,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,5.0,4.0,798.0,7,572,72256,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,572,73053,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1643,451327,False,True,False,False,False,False,False,False,False,True,False,False,False,17
2.0,2.0,1.0,203.0,5,910,200522,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,2.0,2.0,524.0,4,1394,295575,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,5.0,1.0,0.0,4,1377,163716,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,1270.0,10,1387,340707,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,914,122389,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,0.0,3,640,115044,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,4.0,1.0,605.0,5,1690,408849,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,246017,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,5.0,3.0,930.0,7,910,305309,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,1.0,1.0,1321.0,10,644,252212,False,True,False,False,True,False,False,False,False,False,False,False,True,9
5.0,6.0,5.0,536.0,4,914,126548,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,475.0,8,914,335398,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,7.0,5.0,1174.0,9,843,300884,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,2.0,2.0,524.0,4,1103,220265,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,1.0,1.0,1321.0,10,910,394690,False,True,False,False,True,False,False,False,False,False,False,False,True,9
5.0,5.0,4.0,798.0,7,914,166371,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,2.0,2.0,524.0,4,1394,300884,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,1270.0,10,1387,346017,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,4.0,1.0,605.0,5,1444,319469,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,475.0,8,914,246902,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,1.0,2.0,536.0,5,1412,344247,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,5.0,4.0,798.0,7,914,230088,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,914,278761,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,1761,261061,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,0.0,3,355,62831,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,5.0,1.0,0.0,4,914,252212,False,True,True,False,False,False,False,False,False,True,False,False,False,38
2.0,3.0,1.0,181.0,4,903,196460,False,True,False,False,False,False,False,False,False,False,True,False,False,18
0.0,5.0,3.0,930.0,7,907,338938,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,5.0,3.0,930.0,7,426,103663,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,6.0,5.0,536.0,4,1451,176991,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,0.0,0.0,203.0,10,914,367256,False,True,False,False,False,False,True,False,False,False,False,False,False,10
0.0,1.0,2.0,536.0,5,1149,267256,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,5.0,3.0,930.0,7,644,150778,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,7.0,5.0,0.0,3,355,71681,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,5.0,4.0,79.0,3,914,214159,True,False,False,True,False,False,False,False,False,False,True,False,False,32
1.0,5.0,1.0,0.0,4,914,119292,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,475.0,8,914,254867,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,5.0,4.0,798.0,7,743,140707,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,1174.0,9,910,353982,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,6.0,5.0,536.0,4,644,157079,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,2.0,2.0,524.0,4,1419,209734,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,1270.0,10,1928,529203,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,5.0,1.0,0.0,4,1796,262831,False,True,True,False,False,False,False,False,False,True,False,False,False,38
1.0,5.0,1.0,0.0,4,1131,283185,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,5.0,3.0,930.0,7,910,252814,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,2.0,2.0,524.0,4,914,160637,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,644,141592,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,1.0,0.0,4,1377,351327,False,True,True,False,False,False,False,False,False,True,False,False,False,38
1.0,7.0,3.0,56.0,5,644,75221,True,False,False,True,False,False,False,True,False,False,False,False,False,27
5.0,5.0,4.0,798.0,7,572,130973,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,5.0,1.0,0.0,4,1131,168141,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,2.0,2.0,524.0,4,914,163539,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,2.0,1.0,203.0,5,910,285840,False,True,False,False,False,True,False,False,False,False,False,False,True,15
1.0,2.0,2.0,184.0,5,636,254867,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,6.0,5.0,536.0,4,644,91150,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,2.0,536.0,5,1412,272566,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,5.0,4.0,798.0,7,743,146460,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,1184,210619,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,1174.0,9,640,243362,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,1.0,1.0,1321.0,10,644,269911,False,True,False,False,True,False,False,False,False,False,False,False,True,9
0.0,3.0,2.0,400.0,7,839,353982,False,True,False,False,True,False,False,False,True,False,False,False,False,9
0.0,5.0,3.0,930.0,7,910,250176,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,6.0,5.0,536.0,4,914,172566,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,2.0,2.0,524.0,4,1419,389380,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,259292,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,350442,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,5.0,4.0,798.0,7,572,75920,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,2.0,2.0,524.0,4,1103,194690,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,1.0,2.0,536.0,5,914,301327,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,7.0,5.0,1174.0,9,910,224690,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,1.0,2.0,536.0,5,2056,369911,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,4.0,1.0,605.0,5,1629,446017,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,914,175221,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1387,362831,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,2337,292035,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,7.0,3.0,56.0,5,914,205752,True,False,False,True,False,False,False,True,False,False,False,False,False,27
0.0,3.0,2.0,1270.0,10,868,218141,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,1.0,2.0,536.0,5,1412,336283,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,6.0,5.0,536.0,4,914,112389,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,868,237168,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,400.0,7,914,378761,False,True,False,False,True,False,False,False,True,False,False,False,False,9
0.0,3.0,2.0,475.0,8,914,255752,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,7.0,5.0,0.0,3,576,121238,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,5.0,4.0,798.0,7,572,100884,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,0.0,3,576,141592,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,5.0,1.0,0.0,4,1377,141592,False,True,True,False,False,False,False,False,False,True,False,False,False,38
